userId,movieId,rating,timestamp
1,191,3,945141611
2,1,4,1113765937
2,2,4,1113767306
2,5,2,1123990453
2,6,4.5,1113767242
2,10,4,1113765995
2,11,3.5,1113767280
2,16,4,1113765691
2,19,2,1113767324
2,20,2.5,1145937918
2,23,3,1115782385
2,25,4.5,1113767215
2,31,3,1113796669
2,32,4.5,1113767082
2,34,3.5,1113767134
2,36,3.5,1113767240
2,39,2.5,1113767219
2,41,4.5,1123990211
2,44,1,1123989796
2,45,2,1117080123
2,47,5,1113767129
2,50,4.5,1113767113
2,61,3,1114050467
2,62,3.5,1135543206
2,65,0.5,1115782387
2,66,0.5,1145937915
2,70,3,1117080064
2,76,2,1113766115
2,85,4,1115782362
2,94,4.5,1113767211
2,99,4,1115782366
2,103,4,1113767304
2,114,0.5,1127947080
2,115,4,1117080089
2,125,0.5,1115782251
2,135,4,1113766766
2,136,5,1113766050
2,146,0.5,1114050751
2,151,4,1113766044
2,157,3,1127946677
2,161,3,1135543176
2,166,4,1115782265
2,176,4.5,1113766834
2,180,4.5,1114050386
2,195,3.5,1115782257
2,237,3.5,1113766759
2,243,3,1115782291
2,245,2.5,1127946699
2,253,4.5,1115782280
2,270,3,1123989764
2,277,4,1117080093
2,278,4,1113796613
2,281,2,1114050405
2,283,3.5,1113765631
3,47,4,1209126049
3,50,5,1209039937
3,125,5,1209040136
4,10,4,832039632
4,21,4,832039737
4,32,5,832039879
4,47,5,832039898
4,50,5,832039795
5,3,3,858269342
5,5,3,858269342
5,7,4,858269342
5,12,3,858269481
5,14,3,858269416
5,52,4,858269372
5,62,4,858269303
5,99,4,858269481
6,1,5,948885850
6,32,3,948887531
6,43,4,948883986
6,47,4,948881454
6,50,5,948882791
6,103,3,948887510
6,125,5,948883054
6,268,4,948885892
7,48,3,1112135389
7,115,3.5,1112135463
7,156,3.5,1112135447
7,237,3,1112135455
8,45,3,1108087163
8,48,2.5,1108087112
9,1,4.5,1442169375
9,2,4,1522101105
9,103,4,1443148719
9,243,3,1522096642
9,268,4,1442171478
9,277,3.5,1522101098
10,1,4,1370810063
10,70,2,1370808983
10,103,4.5,1370810178
10,281,5,1370809927
11,11,4,829558083
11,17,4,829558083
11,21,5,829558083
11,34,5,829558966
11,39,5,829558966
11,62,4,829558083
12,32,3,867664799
13,6,3,845061738
13,10,3,845061435
13,16,5,845061796
13,19,2,845061476
13,21,3,845061495
13,22,3,845061782
13,25,5,845061661
13,32,5,845061517
13,36,5,845061738
13,39,4,845061517
13,45,3,845061843
13,47,4,845061454
13,50,5,845061539
13,94,3,845061574
14,3,4,836845013
14,6,4,836433932
14,9,4,836434265
14,10,4,836433629
14,11,4,836433756
14,12,3,849621145
14,15,3,836434185
14,16,5,836433947
14,20,3,836434211
14,21,4,836433661
14,22,3,836433932
14,23,4,836434107
14,31,3,836433877
14,32,3,849621525
14,44,3,836433833
14,45,3,836434001
14,47,3,836433647
14,48,3,836433864
14,50,3,836433678
14,64,3,836845362
14,70,4,849620886
14,71,3,836845192
14,78,3,849711518
14,79,4,849711626
14,81,3,849711444
14,86,3,849621512
14,89,3,836845235
14,94,4,836433814
14,99,3,849711490
15,195,3,1251340825
16,1,4,1237622631
16,255,3.5,1237622350
17,237,3,899732273
17,242,3,899732273
17,243,3,899732349
17,268,4,899732144
17,272,4,899732349
17,277,4,899732217
18,1,4,866491842
18,25,5,866491843
18,32,3,866491842
18,62,5,866491843
18,79,3,866491942
19,1,5,1440448036
19,50,4.5,1440448470
20,52,3.5,1182961438
21,1,5,968870625
21,25,5,968887516
21,36,4,968871188
21,50,4,968870901
21,283,5,968886870
22,1,4.5,1430861703
22,103,4.5,1430861837
23,103,3.5,1472945170
23,114,5,1472945313
24,25,4,1529363317
24,32,3,1529363203
24,36,4,1529363215
24,47,4.5,1529363152
24,50,4,1529360504
24,103,4,1529358944
24,114,3,1529363500
24,125,4.5,1529359339
24,156,3,1529359158
24,245,4,1529362833
24,270,3.5,1529359063
25,25,4,1069643703
25,34,3.5,1069643862
25,45,3.5,1069643093
25,125,3,1069643787
26,1,5,979742296
26,10,4,979580945
26,17,3,979741680
26,47,3,982854354
26,50,5,979741680
26,103,5,979742227
26,115,4,982854666
26,125,4,982854801
26,136,3,982854449
26,171,5,979742193
26,176,1,982854702
26,237,3,979580900
26,270,4,982854567
27,2,3.5,1077333786
27,6,3,1077334539
27,10,3.5,1077334371
27,44,3,1077333312
27,94,3.5,1077334629
27,105,3,1077333478
27,277,3.5,1077332695
27,278,3.5,1077334331
28,1,4,1251234072
28,2,3,1251235519
28,10,3,1251235350
28,34,3,1251423109
28,39,3,1252394533
28,47,4.5,1251234720
28,48,3.5,1251235929
28,50,4,1251234197
28,62,3.5,1251235485
28,103,4,1251235438
28,114,2,1251233985
28,115,3,1251449110
28,125,4.5,1251234828
28,156,3.5,1251235997
28,245,4,1251234856
28,268,3.5,1251236680
28,277,2.5,1251235532
28,283,3,1251235455
29,1,5,1085779023
29,50,4,1085779068
29,94,3,1084489736
29,103,4,1084502774
29,107,4,1084489984
29,125,5,1084494699
29,273,4,1084490003
29,283,4,1085779293
30,18,4,1335793467
31,2,0.5,1082139069
31,19,3.5,1082139029
31,32,2.5,1082139024
31,39,1,1082139010
31,65,2,1082139436
31,110,1,1082139316
31,114,3,1082138880
31,243,1,1082139312
31,272,1,1082063424
31,280,1,1082139302
31,283,4.5,1082138898
32,2,2,1104840512
32,11,3.5,1104840483
32,34,3.5,1104840309
32,39,3.5,1104840402
32,50,4.5,1104840283
32,62,2,1104840416
32,114,2.5,1104840408
32,270,2,1104839543
33,34,3,949725615
33,36,3,938798589
33,45,4,949805214
33,96,3,938797394
33,98,2,949726490
33,103,3,938799456
33,125,2,938800188
33,209,2,949726834
33,218,3,949726522
33,245,1,949804256
33,258,3,938797635
33,275,3,938798926
34,32,5,1527520782
34,47,4,1527520780
34,50,4,1527519266
34,103,3.5,1527519035
35,114,5,1005875430
36,1,4,922276164
36,2,3,922274218
36,3,4,922259635
36,6,3,922103997
36,11,4,922260330
36,17,5,927030399
36,19,3,922276152
36,24,4,922449256
36,32,3,921669931
36,34,3,922274793
36,47,3,922103392
36,48,3,922259666
36,94,4,922258844
36,101,3,922274288
36,103,5,923413249
36,114,5,922432394
36,119,4,922275160
36,157,3,921674910
36,161,5,922346269
36,162,3,922276549
36,166,4,922432541
36,195,4,921674910
36,199,4,922432759
36,237,3,921674737
36,243,1,921674982
36,268,4,923413189
36,277,3,921674859
36,283,2,925472388
37,17,3,955943422
37,32,4,955943637
37,136,5,955943637
37,270,3,955943723
38,10,4,1226264257
38,103,3.5,1226264374
39,1,3,868125934
39,5,4,868125994
39,62,4,868125937
39,74,3,868126229
39,86,3,868126280
40,1,5,1059057617
40,11,3.5,1059057088
40,16,3,1059054023
40,36,2.5,1059057462
40,48,2,1059057695
40,58,2,1059054034
40,76,0.5,1059054870
40,103,5,1059057400
40,110,1.5,1059054876
40,114,5,1059057341
40,138,0.5,1059056996
40,268,3.5,1059057624
40,280,2.5,1059057701
40,283,2.5,1059057019
41,1,2.5,1274779243
41,2,3.5,1274779650
41,6,4.5,1274768530
41,17,4,1383007002
41,19,0.5,1274779660
41,21,3,1274779596
41,29,4,1274780520
41,32,3,1274768008
41,34,4,1274769839
